run_id,suite,comparison_axis,run_label,model_group_id,prompt_family_id,game,experiment_group,architecture_id,architecture_name,architecture_type,composition_label,composition_signature,matches,win_rate,hallucination_rate,connect4_optimal_move_accuracy,blotto_nash_distance,average_value_gap,blunder_rate,consistency_per_state_agreement,consistency_outcome_stability
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,blotto,internal_ai_tournament,parallel_lmh,Parallel Team (Low+Med+High),parallel,low+med+high,"high:1,low:1,med:1",10.0,0.4,0.0,,0.127,,,,0.6
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,blotto,internal_ai_tournament,parallel_hhl,Parallel Team (High+High+Low),parallel,high+high+low,"high:2,low:1",10.0,0.4,0.0,,0.10300000000000001,,,,0.5
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,connect4,internal_ai_tournament,parallel_lmh,Parallel Team (Low+Med+High),parallel,low+med+high,"high:1,low:1,med:1",10.0,0.3,0.0,,,,,0.7916666666666666,0.7
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,connect4,internal_ai_tournament,parallel_hhl,Parallel Team (High+High+Low),parallel,high+high+low,"high:2,low:1",10.0,0.6,0.0,,,,,0.8611111111111112,0.6
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,blotto,internal_ai_tournament,parallel_llh,Parallel Team (Low+Low+High),parallel,low+low+high,"high:1,low:2",10.0,0.5,0.0,,0.097,,,,0.5
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,connect4,internal_ai_tournament,parallel_llh,Parallel Team (Low+Low+High),parallel,low+low+high,"high:1,low:2",10.0,0.6,0.0,,,,,0.6041666666666666,0.6
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,blotto,internal_ai_tournament,hierarchical_lmh,Hierarchical Team (Low->Med->High),hierarchical,reasoner:low -> critic:med -> executive:high,"high:1,low:1,med:1",10.0,0.5,0.0,,0.088,,,,0.5
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,connect4,internal_ai_tournament,hierarchical_lmh,Hierarchical Team (Low->Med->High),hierarchical,reasoner:low -> critic:med -> executive:high,"high:1,low:1,med:1",10.0,0.3,0.0,,,,,0.5833333333333334,0.7
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,blotto,internal_ai_tournament,hierarchical_hhl,Hierarchical Team (Low->High->High),hierarchical,reasoner:low -> critic:high -> executive:high,"high:2,low:1",10.0,0.8,0.0,,0.071,,,,0.8
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,connect4,internal_ai_tournament,hierarchical_hhl,Hierarchical Team (Low->High->High),hierarchical,reasoner:low -> critic:high -> executive:high,"high:2,low:1",10.0,0.8,0.0,,,,,0.6527777777777778,0.8
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,blotto,internal_ai_tournament,hierarchical_llh,Hierarchical Team (Low->Low->High),hierarchical,reasoner:low -> critic:low -> executive:high,"high:1,low:2",10.0,0.2,0.1,,0.08777777777777777,,,,0.7
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,connect4,internal_ai_tournament,hierarchical_llh,Hierarchical Team (Low->Low->High),hierarchical,reasoner:low -> critic:low -> executive:high,"high:1,low:2",10.0,0.4,0.0,,,,,0.6666666666666666,0.6
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,blotto,blotto_vs_bots,parallel_lmh,Parallel Team (Low+Med+High),parallel,low+med+high,"high:1,low:1,med:1",8.0,0.625,0.0,,0.14375,,,,0.625
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,blotto,blotto_vs_bots,parallel_hhl,Parallel Team (High+High+Low),parallel,high+high+low,"high:2,low:1",8.0,0.5,0.0,,0.1175,,,,0.5
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,blotto,blotto_vs_bots,parallel_llh,Parallel Team (Low+Low+High),parallel,low+low+high,"high:1,low:2",8.0,0.5,0.0,,0.18,,,,0.5
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,blotto,blotto_vs_bots,hierarchical_lmh,Hierarchical Team (Low->Med->High),hierarchical,reasoner:low -> critic:med -> executive:high,"high:1,low:1,med:1",8.0,0.375,0.0,,0.1325,,,,0.5
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,blotto,blotto_vs_bots,hierarchical_hhl,Hierarchical Team (Low->High->High),hierarchical,reasoner:low -> critic:high -> executive:high,"high:2,low:1",8.0,0.375,0.0,,0.09875,,,,0.625
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,blotto,blotto_vs_bots,hierarchical_llh,Hierarchical Team (Low->Low->High),hierarchical,reasoner:low -> critic:low -> executive:high,"high:1,low:2",8.0,0.5,0.0,,0.1475,,,,0.5
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,connect4,connect4_oracle_accuracy,parallel_lmh,Parallel Team (Low+Med+High),parallel,low+med+high,"high:1,low:1,med:1",2.0,0.0,0.0,16.67,,16679.6667,0.8333333333333334,1.0,1.0
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,connect4,connect4_oracle_accuracy,parallel_hhl,Parallel Team (High+High+Low),parallel,high+high+low,"high:2,low:1",2.0,0.0,0.0,33.635,,9554.7,0.6636363636363636,0.75,1.0
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,connect4,connect4_oracle_accuracy,parallel_llh,Parallel Team (Low+Low+High),parallel,low+low+high,"high:1,low:2",2.0,0.0,0.0,42.855000000000004,,14280.7143,0.5714285714285714,0.75,1.0
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,connect4,connect4_oracle_accuracy,hierarchical_lmh,Hierarchical Team (Low->Med->High),hierarchical,reasoner:low -> critic:med -> executive:high,"high:1,low:1,med:1",2.0,0.0,0.0,13.89,,13920.72225,0.8611111111111112,0.75,1.0
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,connect4,connect4_oracle_accuracy,hierarchical_hhl,Hierarchical Team (Low->High->High),hierarchical,reasoner:low -> critic:high -> executive:high,"high:2,low:1",2.0,0.0,0.0,17.69,,13889.4769,0.823076923076923,0.875,1.0
run_20260410_215833_032b2a0_dirty,model_scale,model_size_and_mixed_team_composition,model_scale_subset,qwen2_5_param_count_subset,structured_reasoning_v1,connect4,connect4_oracle_accuracy,hierarchical_llh,Hierarchical Team (Low->Low->High),hierarchical,reasoner:low -> critic:low -> executive:high,"high:1,low:2",2.0,0.0,0.0,23.81,,15480.33335,0.7619047619047619,0.8333333333333334,1.0
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,blotto,internal_ai_tournament,parallel_qmix,Parallel Team (Q4+Q8+F16),parallel,q4+q8+f16,"f16:1,q4:1,q8:1",10.0,0.5,0.0,,0.192,,,,0.5
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,blotto,internal_ai_tournament,parallel_f16f16q4,Parallel Team (F16+F16+Q4),parallel,f16+f16+q4,"f16:2,q4:1",10.0,0.4,0.0,,0.12100000000000001,,,,0.4
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,connect4,internal_ai_tournament,parallel_qmix,Parallel Team (Q4+Q8+F16),parallel,q4+q8+f16,"f16:1,q4:1,q8:1",10.0,0.4,0.0,,,,,0.8142857142857143,0.6
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,connect4,internal_ai_tournament,parallel_f16f16q4,Parallel Team (F16+F16+Q4),parallel,f16+f16+q4,"f16:2,q4:1",10.0,0.7,0.0,,,,,0.8,0.7
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,blotto,internal_ai_tournament,parallel_q4q4f16,Parallel Team (Q4+Q4+F16),parallel,q4+q4+f16,"f16:1,q4:2",10.0,0.3,0.1,,0.12111111111111111,,,,0.5
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,connect4,internal_ai_tournament,parallel_q4q4f16,Parallel Team (Q4+Q4+F16),parallel,q4+q4+f16,"f16:1,q4:2",10.0,0.4,0.13157894736842105,,,,,0.75,0.6
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,blotto,internal_ai_tournament,hierarchical_qmix,Hierarchical Team (Q4->Q8->F16),hierarchical,reasoner:q4 -> critic:q8 -> executive:f16,"f16:1,q4:1,q8:1",10.0,0.3,0.0,,0.188,,,,0.5
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,connect4,internal_ai_tournament,hierarchical_qmix,Hierarchical Team (Q4->Q8->F16),hierarchical,reasoner:q4 -> critic:q8 -> executive:f16,"f16:1,q4:1,q8:1",10.0,0.6,0.15306122448979592,,,,,0.7,0.6
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,blotto,internal_ai_tournament,hierarchical_f16f16q4,Hierarchical Team (Q4->F16->F16),hierarchical,reasoner:q4 -> critic:f16 -> executive:f16,"f16:2,q4:1",10.0,0.3,0.1,,0.17444444444444446,,,,0.4
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,connect4,internal_ai_tournament,hierarchical_f16f16q4,Hierarchical Team (Q4->F16->F16),hierarchical,reasoner:q4 -> critic:f16 -> executive:f16,"f16:2,q4:1",10.0,0.5,0.009433962264150943,,,,,0.625,0.5
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,blotto,internal_ai_tournament,hierarchical_q4q4f16,Hierarchical Team (Q4->Q4->F16),hierarchical,reasoner:q4 -> critic:q4 -> executive:f16,"f16:1,q4:2",10.0,0.6,0.0,,0.157,,,,0.6
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,connect4,internal_ai_tournament,hierarchical_q4q4f16,Hierarchical Team (Q4->Q4->F16),hierarchical,reasoner:q4 -> critic:q4 -> executive:f16,"f16:1,q4:2",10.0,0.3,0.008695652173913044,,,,,0.6,0.6
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,blotto,blotto_vs_bots,parallel_qmix,Parallel Team (Q4+Q8+F16),parallel,q4+q8+f16,"f16:1,q4:1,q8:1",8.0,0.5,0.0,,0.14625,,,,0.5
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,blotto,blotto_vs_bots,parallel_f16f16q4,Parallel Team (F16+F16+Q4),parallel,f16+f16+q4,"f16:2,q4:1",8.0,0.25,0.0,,0.15875,,,,0.625
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,blotto,blotto_vs_bots,parallel_q4q4f16,Parallel Team (Q4+Q4+F16),parallel,q4+q4+f16,"f16:1,q4:2",8.0,0.75,0.0,,0.065,,,,0.75
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,blotto,blotto_vs_bots,hierarchical_qmix,Hierarchical Team (Q4->Q8->F16),hierarchical,reasoner:q4 -> critic:q8 -> executive:f16,"f16:1,q4:1,q8:1",8.0,0.75,0.0,,0.28,,,,0.75
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,blotto,blotto_vs_bots,hierarchical_f16f16q4,Hierarchical Team (Q4->F16->F16),hierarchical,reasoner:q4 -> critic:f16 -> executive:f16,"f16:2,q4:1",8.0,0.5,0.0,,0.21125,,,,0.5
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,blotto,blotto_vs_bots,hierarchical_q4q4f16,Hierarchical Team (Q4->Q4->F16),hierarchical,reasoner:q4 -> critic:q4 -> executive:f16,"f16:1,q4:2",8.0,0.5,0.0,,0.2325,,,,0.5
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,connect4,connect4_oracle_accuracy,parallel_qmix,Parallel Team (Q4+Q8+F16),parallel,q4+q8+f16,"f16:1,q4:1,q8:1",2.0,0.0,0.0,29.165,,14601.58335,0.7083333333333333,0.8333333333333334,1.0
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,connect4,connect4_oracle_accuracy,parallel_f16f16q4,Parallel Team (F16+F16+Q4),parallel,f16+f16+q4,"f16:2,q4:1",2.0,0.0,0.0,27.145,,7184.1,0.7285714285714285,0.75,1.0
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,connect4,connect4_oracle_accuracy,parallel_q4q4f16,Parallel Team (Q4+Q4+F16),parallel,q4+q4+f16,"f16:1,q4:2",2.0,0.0,0.0,26.134999999999998,,8719.9697,0.7386363636363636,0.75,1.0
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,connect4,connect4_oracle_accuracy,hierarchical_qmix,Hierarchical Team (Q4->Q8->F16),hierarchical,reasoner:q4 -> critic:q8 -> executive:f16,"f16:1,q4:1,q8:1",2.0,0.0,0.0,17.145,,17159.2857,0.8285714285714285,0.75,1.0
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,connect4,connect4_oracle_accuracy,hierarchical_f16f16q4,Hierarchical Team (Q4->F16->F16),hierarchical,reasoner:q4 -> critic:f16 -> executive:f16,"f16:2,q4:1",2.0,0.0,0.05,33.335,,4181.91665,0.6666666666666667,0.75,1.0
run_20260411_002628_032b2a0_dirty,quantization,quantization_and_mixed_team_composition,quantization_subset,qwen2_5_7b_quantization_subset,structured_reasoning_v1,connect4,connect4_oracle_accuracy,hierarchical_q4q4f16,Hierarchical Team (Q4->Q4->F16),hierarchical,reasoner:q4 -> critic:q4 -> executive:f16,"f16:1,q4:2",2.0,0.0,0.0,16.67,,16662.3333,0.8333333333333334,0.5,1.0
