backend,benchmark_name,completed_at,duration_ms,experiment_group,game,invalid_moves,invalid_players,metrics_context,model,moves,nash_distance,oracle_accuracy_pct,oracle_average_value_gap,oracle_blunders,oracle_perfect_moves,outcome,players,prompt_family,prompt_family_id,prompt_version,record_type,run_id,scores,seed,started_at,trial,trial_id,variant_name,winner
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:08Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [14, 55, 31], ""invalid_actions"": {}, ""nash_distance"": {""Parallel Team"": {""equilibrium_allocation"": [14, 55, 31], ""l1_distance"": 44, ""normalized_l1_distance"": 0.22}, ""Single Agent"": {""equilibrium_allocation"": [14, 55, 31], ""l1_distance"": 44, ""normalized_l1_distance"": 0.22}}, ""points"": [10, 39, 22], ""scores"": [0, 0]}",mock-deterministic,"{""Parallel Team"": [33, 33, 34], ""Single Agent"": [33, 33, 34]}","{""Parallel Team"": {""equilibrium_allocation"": [14, 55, 31], ""l1_distance"": 44, ""normalized_l1_distance"": 0.22}, ""Single Agent"": {""equilibrium_allocation"": [14, 55, 31], ""l1_distance"": 44, ""normalized_l1_distance"": 0.22}}",,,,,,"[""Single Agent"", ""Parallel Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,"{""Parallel Team"": 0, ""Single Agent"": 0}",3012726539,2026-04-12T01:39:08Z,1,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::blotto::1::3012726539,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,1000,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Parallel Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,,2171897193,2026-04-12T01:39:08Z,1,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::connect4::1::2171897193,gravity_grid_standard_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [27, 24, 49], ""invalid_actions"": {}, ""nash_distance"": {""Hierarchical Team"": {""equilibrium_allocation"": [27, 24, 49], ""l1_distance"": 30, ""normalized_l1_distance"": 0.15}, ""Single Agent"": {""equilibrium_allocation"": [27, 24, 49], ""l1_distance"": 30, ""normalized_l1_distance"": 0.15}}, ""points"": [22, 19, 39], ""scores"": [0, 0]}",mock-deterministic,"{""Hierarchical Team"": [33, 33, 34], ""Single Agent"": [33, 33, 34]}","{""Hierarchical Team"": {""equilibrium_allocation"": [27, 24, 49], ""l1_distance"": 30, ""normalized_l1_distance"": 0.15}, ""Single Agent"": {""equilibrium_allocation"": [27, 24, 49], ""l1_distance"": 30, ""normalized_l1_distance"": 0.15}}",,,,,,"[""Single Agent"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,"{""Hierarchical Team"": 0, ""Single Agent"": 0}",127378619,2026-04-12T01:39:09Z,1,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::blotto::1::127378619,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,,3963249113,2026-04-12T01:39:09Z,1,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::connect4::1::3963249113,gravity_grid_standard_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [32, 36, 32], ""invalid_actions"": {}, ""nash_distance"": {""Hierarchical Team"": {""equilibrium_allocation"": [32, 36, 32], ""l1_distance"": 6, ""normalized_l1_distance"": 0.03}, ""Parallel Team"": {""equilibrium_allocation"": [32, 36, 32], ""l1_distance"": 6, ""normalized_l1_distance"": 0.03}}, ""points"": [28, 32, 28], ""scores"": [0, 0]}",mock-deterministic,"{""Hierarchical Team"": [33, 33, 34], ""Parallel Team"": [33, 33, 34]}","{""Hierarchical Team"": {""equilibrium_allocation"": [32, 36, 32], ""l1_distance"": 6, ""normalized_l1_distance"": 0.03}, ""Parallel Team"": {""equilibrium_allocation"": [32, 36, 32], ""l1_distance"": 6, ""normalized_l1_distance"": 0.03}}",,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,"{""Hierarchical Team"": 0, ""Parallel Team"": 0}",2312534961,2026-04-12T01:39:09Z,1,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::blotto::1::2312534961,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,,1951057160,2026-04-12T01:39:09Z,1,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::connect4::1::1951057160,gravity_grid_standard_v1,Parallel Team
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [44, 18, 38], ""invalid_actions"": {}, ""nash_distance"": {""Parallel Team"": {""equilibrium_allocation"": [44, 18, 38], ""l1_distance"": 30, ""normalized_l1_distance"": 0.15}, ""Single Agent"": {""equilibrium_allocation"": [44, 18, 38], ""l1_distance"": 30, ""normalized_l1_distance"": 0.15}}, ""points"": [29, 12, 25], ""scores"": [0, 0]}",mock-deterministic,"{""Parallel Team"": [33, 33, 34], ""Single Agent"": [33, 33, 34]}","{""Parallel Team"": {""equilibrium_allocation"": [44, 18, 38], ""l1_distance"": 30, ""normalized_l1_distance"": 0.15}, ""Single Agent"": {""equilibrium_allocation"": [44, 18, 38], ""l1_distance"": 30, ""normalized_l1_distance"": 0.15}}",,,,,,"[""Single Agent"", ""Parallel Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,"{""Parallel Team"": 0, ""Single Agent"": 0}",3120993731,2026-04-12T01:39:09Z,2,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::blotto::2::3120993731,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Parallel Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,,488003798,2026-04-12T01:39:09Z,2,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::connect4::2::488003798,gravity_grid_standard_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [14, 47, 39], ""invalid_actions"": {}, ""nash_distance"": {""Hierarchical Team"": {""equilibrium_allocation"": [14, 47, 39], ""l1_distance"": 38, ""normalized_l1_distance"": 0.19}, ""Single Agent"": {""equilibrium_allocation"": [14, 47, 39], ""l1_distance"": 38, ""normalized_l1_distance"": 0.19}}, ""points"": [15, 50, 42], ""scores"": [0, 0]}",mock-deterministic,"{""Hierarchical Team"": [33, 33, 34], ""Single Agent"": [33, 33, 34]}","{""Hierarchical Team"": {""equilibrium_allocation"": [14, 47, 39], ""l1_distance"": 38, ""normalized_l1_distance"": 0.19}, ""Single Agent"": {""equilibrium_allocation"": [14, 47, 39], ""l1_distance"": 38, ""normalized_l1_distance"": 0.19}}",,,,,,"[""Single Agent"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,"{""Hierarchical Team"": 0, ""Single Agent"": 0}",4116605794,2026-04-12T01:39:09Z,2,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::blotto::2::4116605794,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,,3501346677,2026-04-12T01:39:09Z,2,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::connect4::2::3501346677,gravity_grid_standard_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [46, 39, 15], ""invalid_actions"": {}, ""nash_distance"": {""Hierarchical Team"": {""equilibrium_allocation"": [46, 39, 15], ""l1_distance"": 38, ""normalized_l1_distance"": 0.19}, ""Parallel Team"": {""equilibrium_allocation"": [46, 39, 15], ""l1_distance"": 38, ""normalized_l1_distance"": 0.19}}, ""points"": [36, 31, 12], ""scores"": [0, 0]}",mock-deterministic,"{""Hierarchical Team"": [33, 33, 34], ""Parallel Team"": [33, 33, 34]}","{""Hierarchical Team"": {""equilibrium_allocation"": [46, 39, 15], ""l1_distance"": 38, ""normalized_l1_distance"": 0.19}, ""Parallel Team"": {""equilibrium_allocation"": [46, 39, 15], ""l1_distance"": 38, ""normalized_l1_distance"": 0.19}}",,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,"{""Hierarchical Team"": 0, ""Parallel Team"": 0}",3294452490,2026-04-12T01:39:09Z,2,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::blotto::2::3294452490,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,,1297284417,2026-04-12T01:39:09Z,2,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::connect4::2::1297284417,gravity_grid_standard_v1,Parallel Team
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [26, 40, 34], ""invalid_actions"": {}, ""nash_distance"": {""Parallel Team"": {""equilibrium_allocation"": [26, 40, 34], ""l1_distance"": 14, ""normalized_l1_distance"": 0.07}, ""Single Agent"": {""equilibrium_allocation"": [26, 40, 34], ""l1_distance"": 14, ""normalized_l1_distance"": 0.07}}, ""points"": [18, 28, 24], ""scores"": [0, 0]}",mock-deterministic,"{""Parallel Team"": [33, 33, 34], ""Single Agent"": [33, 33, 34]}","{""Parallel Team"": {""equilibrium_allocation"": [26, 40, 34], ""l1_distance"": 14, ""normalized_l1_distance"": 0.07}, ""Single Agent"": {""equilibrium_allocation"": [26, 40, 34], ""l1_distance"": 14, ""normalized_l1_distance"": 0.07}}",,,,,,"[""Single Agent"", ""Parallel Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,"{""Parallel Team"": 0, ""Single Agent"": 0}",3420742709,2026-04-12T01:39:09Z,3,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::blotto::3::3420742709,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Parallel Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,,1759132750,2026-04-12T01:39:09Z,3,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::connect4::3::1759132750,gravity_grid_standard_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [22, 35, 43], ""invalid_actions"": {}, ""nash_distance"": {""Hierarchical Team"": {""equilibrium_allocation"": [22, 35, 43], ""l1_distance"": 22, ""normalized_l1_distance"": 0.11}, ""Single Agent"": {""equilibrium_allocation"": [22, 35, 43], ""l1_distance"": 22, ""normalized_l1_distance"": 0.11}}, ""points"": [15, 24, 29], ""scores"": [0, 0]}",mock-deterministic,"{""Hierarchical Team"": [33, 33, 34], ""Single Agent"": [33, 33, 34]}","{""Hierarchical Team"": {""equilibrium_allocation"": [22, 35, 43], ""l1_distance"": 22, ""normalized_l1_distance"": 0.11}, ""Single Agent"": {""equilibrium_allocation"": [22, 35, 43], ""l1_distance"": 22, ""normalized_l1_distance"": 0.11}}",,,,,,"[""Single Agent"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,"{""Hierarchical Team"": 0, ""Single Agent"": 0}",2505523783,2026-04-12T01:39:09Z,3,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::blotto::3::2505523783,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,,3770035908,2026-04-12T01:39:09Z,3,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::connect4::3::3770035908,gravity_grid_standard_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [24, 34, 42], ""invalid_actions"": {}, ""nash_distance"": {""Hierarchical Team"": {""equilibrium_allocation"": [24, 34, 42], ""l1_distance"": 18, ""normalized_l1_distance"": 0.09}, ""Parallel Team"": {""equilibrium_allocation"": [24, 34, 42], ""l1_distance"": 18, ""normalized_l1_distance"": 0.09}}, ""points"": [21, 29, 36], ""scores"": [0, 0]}",mock-deterministic,"{""Hierarchical Team"": [33, 33, 34], ""Parallel Team"": [33, 33, 34]}","{""Hierarchical Team"": {""equilibrium_allocation"": [24, 34, 42], ""l1_distance"": 18, ""normalized_l1_distance"": 0.09}, ""Parallel Team"": {""equilibrium_allocation"": [24, 34, 42], ""l1_distance"": 18, ""normalized_l1_distance"": 0.09}}",,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,"{""Hierarchical Team"": 0, ""Parallel Team"": 0}",1600563192,2026-04-12T01:39:09Z,3,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::blotto::3::1600563192,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,,4007737433,2026-04-12T01:39:09Z,3,run_20260411_213908_032b2a0_dirty::internal_ai_tournament::connect4::3::4007737433,gravity_grid_standard_v1,Parallel Team
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,blotto_vs_bots,blotto,,[],"{""equilibrium_allocation"": [34, 36, 30], ""invalid_actions"": {}, ""nash_distance"": {""Single Agent"": {""equilibrium_allocation"": [34, 36, 30], ""l1_distance"": 8, ""normalized_l1_distance"": 0.04}, ""Uniform Bot"": {""equilibrium_allocation"": [34, 36, 30], ""l1_distance"": 6, ""normalized_l1_distance"": 0.03}}, ""points"": [26, 27, 23], ""scores"": [23, 26]}",mock-deterministic,"{""Single Agent"": [33, 33, 34], ""Uniform Bot"": [34, 33, 33]}","{""Single Agent"": {""equilibrium_allocation"": [34, 36, 30], ""l1_distance"": 8, ""normalized_l1_distance"": 0.04}, ""Uniform Bot"": {""equilibrium_allocation"": [34, 36, 30], ""l1_distance"": 6, ""normalized_l1_distance"": 0.03}}",,,,,,"[""Single Agent"", ""Uniform Bot""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,"{""Single Agent"": 23, ""Uniform Bot"": 26}",1035500011,2026-04-12T01:39:09Z,1,run_20260411_213908_032b2a0_dirty::blotto_vs_bots::blotto::1::1035500011,discrete_blotto_v1,Uniform Bot
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,blotto_vs_bots,blotto,,[],"{""equilibrium_allocation"": [31, 46, 23], ""invalid_actions"": {}, ""nash_distance"": {""Random Bot"": {""equilibrium_allocation"": [31, 46, 23], ""l1_distance"": 46, ""normalized_l1_distance"": 0.23}, ""Single Agent"": {""equilibrium_allocation"": [31, 46, 23], ""l1_distance"": 26, ""normalized_l1_distance"": 0.13}}, ""points"": [25, 37, 18], ""scores"": [55, 25]}",mock-deterministic,"{""Random Bot"": [54, 31, 15], ""Single Agent"": [33, 33, 34]}","{""Random Bot"": {""equilibrium_allocation"": [31, 46, 23], ""l1_distance"": 46, ""normalized_l1_distance"": 0.23}, ""Single Agent"": {""equilibrium_allocation"": [31, 46, 23], ""l1_distance"": 26, ""normalized_l1_distance"": 0.13}}",,,,,,"[""Single Agent"", ""Random Bot""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,"{""Random Bot"": 25, ""Single Agent"": 55}",669665955,2026-04-12T01:39:09Z,1,run_20260411_213908_032b2a0_dirty::blotto_vs_bots::blotto::1::669665955,discrete_blotto_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,blotto_vs_bots,blotto,,[],"{""equilibrium_allocation"": [48, 39, 13], ""invalid_actions"": {}, ""nash_distance"": {""High-Value Targeting Bot"": {""equilibrium_allocation"": [48, 39, 13], ""l1_distance"": 20, ""normalized_l1_distance"": 0.1}, ""Single Agent"": {""equilibrium_allocation"": [48, 39, 13], ""l1_distance"": 42, ""normalized_l1_distance"": 0.21}}, ""points"": [47, 38, 13], ""scores"": [13, 85]}",mock-deterministic,"{""High-Value Targeting Bot"": [58, 38, 4], ""Single Agent"": [33, 33, 34]}","{""High-Value Targeting Bot"": {""equilibrium_allocation"": [48, 39, 13], ""l1_distance"": 20, ""normalized_l1_distance"": 0.1}, ""Single Agent"": {""equilibrium_allocation"": [48, 39, 13], ""l1_distance"": 42, ""normalized_l1_distance"": 0.21}}",,,,,,"[""Single Agent"", ""High-Value Targeting Bot""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,"{""High-Value Targeting Bot"": 85, ""Single Agent"": 13}",3542721982,2026-04-12T01:39:09Z,1,run_20260411_213908_032b2a0_dirty::blotto_vs_bots::blotto::1::3542721982,discrete_blotto_v1,High-Value Targeting Bot
mock,multi_agent_llm_game_benchmark_mock,2026-04-12T01:39:09Z,0,blotto_vs_bots,blotto,,[],"{""equilibrium_allocation"": [44, 41, 15], ""invalid_actions"": {}, ""nash_distance"": {""Nash-Approx Bot"": {""equilibrium_allocation"": [44, 41, 15], ""l1_distance"": 0, ""normalized_l1_distance"": 0.0}, ""Single Agent"": {""equilibrium_allocation"": [44, 41, 15], ""l1_distance"": 38, ""normalized_l1_distance"": 0.19}}, ""points"": [45, 42, 15], ""scores"": [15, 87]}",mock-deterministic,"{""Nash-Approx Bot"": [44, 41, 15], ""Single Agent"": [33, 33, 34]}","{""Nash-Approx Bot"": {""equilibrium_allocation"": [44, 41, 15], ""l1_distance"": 0, ""normalized_l1_distance"": 0.0}, ""Single Agent"": {""equilibrium_allocation"": [44, 41, 15], ""l1_distance"": 38, ""normalized_l1_distance"": 0.19}}",,,,,,"[""Single Agent"", ""Nash-Approx Bot""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260411_213908_032b2a0_dirty,"{""Nash-Approx Bot"": 87, ""Single Agent"": 15}",2085899233,2026-04-12T01:39:09Z,1,run_20260411_213908_032b2a0_dirty::blotto_vs_bots::blotto::1::2085899233,discrete_blotto_v1,Nash-Approx Bot
